Age,EdLevel,YearsCode,Country,Currency,LanguageHaveWorkedWith,Industry,OrgSize
25-34,Master’s degree,19,Luxembourg,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,"Transportation, or Supply Chain","10,000 or more employees"
35-44,Bachelor’s degree,10,Finland,EUR European Euro,Bash/Shell (all shells);C#;Go;JavaScript;PHP;PowerShell;SQL,"Transportation, or Supply Chain",20 to 99 employees
25-34,Attended college but no degree,5,Germany,EUR European Euro,C;C++;Go;Java;Lua,Manufacturing,"10,000 or more employees"
Under 18,Secondary school,5,Switzerland,CHF	Swiss franc,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Higher Education,100 to 499 employees
25-34,Master’s degree,14,Germany,EUR European Euro,HTML/CSS;Java;JavaScript;Python,Higher Education,100 to 499 employees
18-24,Attended college but no degree,4,Bangladesh,BDT	Bangladeshi taka,Bash/Shell (all shells);C;Dart;HTML/CSS;JavaScript;PHP;Python;SQL,Software Development,20 to 99 employees
35-44,Bachelor’s degree,20,Hungary,HUF	Hungarian forint,C#;JavaScript;SQL;TypeScript,Computer Systems Design and Services,20 to 99 employees
18-24,Master’s degree,7,Ukraine,USD	United States dollar,C#;TypeScript,Software Development,"5,000 to 9,999 employees"
55-64,Bachelor’s degree,35,Germany,EUR European Euro,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Manufacturing,"1,000 to 4,999 employees"
18-24,Master’s degree,5,India,INR	Indian rupee,HTML/CSS;Java;JavaScript;SQL;TypeScript,Software Development,"1,000 to 4,999 employees"
25-34,Secondary school,11,Portugal,EUR European Euro,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Internet, Telecomm or Information Services",2 to 9 employees
18-24,Bachelor’s degree,13,India,INR	Indian rupee,C++;HTML/CSS;JavaScript;MicroPython;Python;SQL;TypeScript,Software Development,2 to 9 employees
25-34,Bachelor’s degree,11,Netherlands,EUR European Euro,C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Visual Basic (.Net),Software Development,"1,000 to 4,999 employees"
45-54,Bachelor’s degree,42,UK and Northern Ireland,GBP	Pound sterling,Clojure,Fintech,100 to 499 employees
25-34,Professional degree,15,"Iran, Islamic Republic of...",IRR	Iranian rial,Assembly;Bash/Shell (all shells);C;C++;MATLAB;Python;SQL,Fintech,2 to 9 employees
35-44,Master’s degree,15,Ireland,EUR European Euro,C,Healthcare,"10,000 or more employees"
25-34,Master’s degree,11,Ukraine,UAH	Ukrainian hryvnia,Go;JavaScript;Python;SQL;TypeScript,"Transportation, or Supply Chain","1,000 to 4,999 employees"
35-44,Master’s degree,10,Brazil,BRL	Brazilian real,HTML/CSS;JavaScript;TypeScript,Software Development,"5,000 to 9,999 employees"
45-54,Master’s degree,35,Italy,EUR European Euro,C#;HTML/CSS;Java;JavaScript;Python;SQL,Software Development,2 to 9 employees
55-64,Attended college but no degree,43,UK and Northern Ireland,GBP	Pound sterling,HTML/CSS;Java;JavaScript;SQL,"Transportation, or Supply Chain",20 to 99 employees
18-24,Secondary school,6,Germany,EUR European Euro,C;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Software Development,10 to 19 employees
25-34,Bachelor’s degree,6,Bangladesh,BDT	Bangladeshi taka,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,Software Development,100 to 499 employees
25-34,Bachelor’s degree,12,United Arab Emirates,AED United Arab Emirates dirham,C#;JavaScript;SQL;TypeScript,Government,20 to 99 employees
18-24,Bachelor’s degree,3,India,INR	Indian rupee,C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Fintech,"10,000 or more employees"
18-24,Secondary school,3,Rwanda,RWF	Rwandan franc,Bash/Shell (all shells);C;C#;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript;Visual Basic (.Net),Software Development,2 to 9 employees
25-34,Bachelor’s degree,15,Ukraine,USD	United States dollar,Bash/Shell (all shells);Java;JavaScript;Kotlin;PHP;TypeScript,Software Development,100 to 499 employees
35-44,Master’s degree,20,Bulgaria,BGN	Bulgarian lev,C#;HTML/CSS;JavaScript;SQL,Software Development,2 to 9 employees
25-34,Bachelor’s degree,8,Bulgaria,BGN	Bulgarian lev,Bash/Shell (all shells);Java;SQL,"Internet, Telecomm or Information Services","5,000 to 9,999 employees"
35-44,Master’s degree,30,Germany,EUR European Euro,Java;JavaScript;Kotlin;SQL,Software Development,500 to 999 employees
25-34,Associate degree,15,Portugal,EUR European Euro,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript,Retail and Consumer Services,100 to 499 employees
35-44,Master’s degree,10,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);Python;SQL,Banking/Financial Services,500 to 999 employees
35-44,Professional degree,24,Russian Federation,RUB	Russian ruble,Bash/Shell (all shells);C#;F#;SQL,Software Development,"1,000 to 4,999 employees"
45-54,Bachelor’s degree,10,USA,USD	United States dollar,Bash/Shell (all shells);Go;Kotlin;Objective-C;Python;Ruby;Swift,Healthcare,"1,000 to 4,999 employees"
18-24,Bachelor’s degree,5,India,INR	Indian rupee,Bash/Shell (all shells);C#;C++;Clojure;Go;HTML/CSS;Java;JavaScript;Lua;Python,Software Development,20 to 99 employees
35-44,Attended college but no degree,24,Bulgaria,BGN	Bulgarian lev,C#;PowerShell;SQL,Software Development,"1,000 to 4,999 employees"
25-34,Bachelor’s degree,6,Viet Nam,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;Python;SQL,Software Development,20 to 99 employees
18-24,Bachelor’s degree,10,Czech Republic,CZK	Czech koruna,C;C++;Java;Kotlin;Python,Software Development,10 to 19 employees
25-34,Bachelor’s degree,4,Germany,EUR European Euro,HTML/CSS;JavaScript;Python;Rust,Manufacturing,100 to 499 employees
18-24,Bachelor’s degree,<1,Nomadic,EUR European Euro,HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL,Computer Systems Design and Services,2 to 9 employees
35-44,Bachelor’s degree,17,Ireland,EUR European Euro,C#;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,Retail and Consumer Services,"1,000 to 4,999 employees"
25-34,Bachelor’s degree,14,Latvia,EUR European Euro,Bash/Shell (all shells);C#;Dart;JavaScript;PowerShell;Python;SQL;TypeScript,Software Development,20 to 99 employees
18-24,Bachelor’s degree,4,Bangladesh,BDT	Bangladeshi taka,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Kotlin;PHP;Python;TypeScript,Software Development,20 to 99 employees
25-34,Bachelor’s degree,14,India,INR	Indian rupee,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,Fintech,"5,000 to 9,999 employees"
25-34,Bachelor’s degree,7,Viet Nam,VND	Vietnamese dong,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Software Development,20 to 99 employees
55-64,Master’s degree,30,Hungary,HUF	Hungarian forint,JavaScript;PHP;SQL,Higher Education,2 to 9 employees
25-34,Master’s degree,16,USA,USD	United States dollar,Assembly;C;C++;GDScript;Rust,Software Development,100 to 499 employees
25-34,Master’s degree,3,India,INR	Indian rupee,PHP,Software Development,20 to 99 employees
25-34,Master’s degree,7,Norway,NOK	Norwegian krone,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,Software Development,20 to 99 employees
18-24,Primary/elementary school,6,Pakistan,PKR	Pakistani rupee,HTML/CSS;JavaScript;PHP;Python,Software Development,20 to 99 employees
25-34,Bachelor’s degree,13,Portugal,EUR European Euro,HTML/CSS;JavaScript;SQL,Banking/Financial Services,2 to 9 employees
35-44,Master’s degree,6,UK and Northern Ireland,GBP	Pound sterling,Python;SQL,"Internet, Telecomm or Information Services","1,000 to 4,999 employees"
25-34,Master’s degree,11,Germany,EUR European Euro,Bash/Shell (all shells);Python;SQL,Media & Advertising Services,20 to 99 employees
45-54,Attended college but no degree,27,Switzerland,CHF	Swiss franc,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python,Software Development,20 to 99 employees
25-34,Secondary school,8,Russian Federation,RUB	Russian ruble,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,Software Development,10 to 19 employees
25-34,Master’s degree,11,Palestine,TRY	Turkish lira,HTML/CSS;JavaScript;PHP;SQL,Healthcare,10 to 19 employees
18-24,Bachelor’s degree,5,Germany,EUR European Euro,MATLAB;Python,Manufacturing,500 to 999 employees
25-34,Bachelor’s degree,5,India,INR	Indian rupee,Python,Software Development,10 to 19 employees
25-34,Bachelor’s degree,11,UK and Northern Ireland,GBP	Pound sterling,HTML/CSS;JavaScript;PHP;SQL,Software Development,10 to 19 employees
25-34,Master’s degree,8,India,INR	Indian rupee,MATLAB;Python,Government,"5,000 to 9,999 employees"
25-34,Bachelor’s degree,7,UK and Northern Ireland,GBP	Pound sterling,HTML/CSS;JavaScript;PHP;SQL,Retail and Consumer Services,20 to 99 employees
35-44,Secondary school,14,Saudi Arabia,SAR	Saudi Arabian riyal,Dart;HTML/CSS;JavaScript;PHP;Ruby;SQL;Swift;TypeScript,Software Development,10 to 19 employees
35-44,Attended college but no degree,25,Sweden,SEK	Swedish krona,Dart;Go;HTML/CSS;JavaScript;Python;SQL,Fintech,100 to 499 employees
25-34,Attended college but no degree,12,Netherlands,EUR European Euro,C#;JavaScript;Kotlin,Banking/Financial Services,100 to 499 employees
25-34,Bachelor’s degree,12,Thailand,THB	Thai baht,C;Dart;HTML/CSS;Java;JavaScript;PHP;SQL,Software Development,500 to 999 employees
25-34,Master’s degree,11,Russian Federation,RUB	Russian ruble,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Software Development,20 to 99 employees
45-54,Bachelor’s degree,25,Germany,EUR European Euro,Python;SQL;TypeScript,Software Development,20 to 99 employees
45-54,Bachelor’s degree,28,USA,USD	United States dollar,Bash/Shell (all shells);Clojure;SQL,Fintech,500 to 999 employees
25-34,Master’s degree,8,Russian Federation,RUB	Russian ruble,C#,Software Development,"1,000 to 4,999 employees"
25-34,Bachelor’s degree,9,Croatia,EUR European Euro,HTML/CSS;Java;JavaScript;SQL;TypeScript,"Internet, Telecomm or Information Services",20 to 99 employees
25-34,Attended college but no degree,16,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Healthcare,"10,000 or more employees"
25-34,Bachelor’s degree,4,New Zealand,NZD	New Zealand dollar,C#;HTML/CSS;JavaScript;SQL,Software Development,2 to 9 employees
45-54,Master’s degree,24,UK and Northern Ireland,GBP	Pound sterling,HTML/CSS;JavaScript;SQL,"Internet, Telecomm or Information Services",20 to 99 employees
25-34,Master’s degree,17,Philippines,PHP	Philippine peso,JavaScript;Kotlin;Swift;TypeScript,Software Development,100 to 499 employees
18-24,Bachelor’s degree,10,UK and Northern Ireland,GBP	Pound sterling,Java;Kotlin;Python;SQL,Software Development,"10,000 or more employees"
25-34,Bachelor’s degree,9,Côte d'Ivoire,XOF	West African CFA franc,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript;VBA,Software Development,20 to 99 employees
35-44,Bachelor’s degree,32,Poland,PLN	Polish zloty,Assembly;Bash/Shell (all shells);C;C#;C++;Go;Groovy;Java,Banking/Financial Services,"10,000 or more employees"
18-24,Bachelor’s degree,15,Czech Republic,CZK	Czech koruna,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Julia;Python;Rust;Solidity;SQL;TypeScript,Fintech,20 to 99 employees
25-34,Bachelor’s degree,10,Belgium,EUR European Euro,C#;HTML/CSS;JavaScript;SQL,Software Development,100 to 499 employees
18-24,Bachelor’s degree,5,India,INR	Indian rupee,Go;HTML/CSS;JavaScript;PowerShell;Python;SQL,Software Development,20 to 99 employees
35-44,Master’s degree,24,Austria,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;Kotlin,Banking/Financial Services,"1,000 to 4,999 employees"
35-44,Bachelor’s degree,27,Australia,AUD	Australian dollar,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;Python;SQL,Software Development,20 to 99 employees
35-44,Master’s degree,20,Greece,EUR European Euro,HTML/CSS;JavaScript;SQL;TypeScript,Retail and Consumer Services,100 to 499 employees
Under 18,Secondary school,5,Taiwan,TWD	New Taiwan dollar,C;HTML/CSS;Java;JavaScript;Python;SQL;Visual Basic (.Net),Software Development,2 to 9 employees
35-44,Master’s degree,26,Spain,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,Software Development,10 to 19 employees
45-54,Professional degree,30,Italy,EUR European Euro,Bash/Shell (all shells);Python,Software Development,"5,000 to 9,999 employees"
25-34,Bachelor’s degree,4,Thailand,THB	Thai baht,C#;SQL,Software Development,20 to 99 employees
35-44,Attended college but no degree,9,Israel,ILS	Israeli new shekel,Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,Software Development,20 to 99 employees
35-44,Master’s degree,17,Italy,EUR European Euro,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Perl;Python;SQL,Software Development,20 to 99 employees
35-44,Associate degree,20,Italy,EUR European Euro,C#;HTML/CSS;JavaScript;TypeScript,Software Development,20 to 99 employees
35-44,Attended college but no degree,14,Georgia,GEL	Georgian lari,Go;Java;JavaScript;PHP;Python;SQL;TypeScript,Higher Education,"10,000 or more employees"
35-44,Master’s degree,19,Austria,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,Media & Advertising Services,10 to 19 employees
45-54,Professional degree,29,Germany,EUR European Euro,Bash/Shell (all shells);C;C++;Delphi;HTML/CSS;JavaScript;MicroPython;Perl;Python;Rust,Higher Education,500 to 999 employees
25-34,Bachelor’s degree,7,Spain,EUR European Euro,C;C++;JavaScript;Lua;Python;Rust;TypeScript,Software Development,20 to 99 employees
35-44,Secondary school,18,Germany,EUR European Euro,C;C#;HTML/CSS;JavaScript;SQL;TypeScript,Manufacturing,"10,000 or more employees"
18-24,Attended college but no degree,8,Poland,PLN	Polish zloty,Swift,Banking/Financial Services,"5,000 to 9,999 employees"
25-34,Master’s degree,13,Finland,EUR European Euro,C;C#;C++;JavaScript;Python;SQL;TypeScript,Software Development,2 to 9 employees
25-34,Associate degree,6,Israel,ILS	Israeli new shekel,C;C#;C++;Java;PowerShell;Python;TypeScript,Software Development,10 to 19 employees
25-34,Master’s degree,14,Pakistan,PKR	Pakistani rupee,HTML/CSS;JavaScript;PHP;SQL,Software Development,10 to 19 employees
18-24,Master’s degree,5,Spain,EUR European Euro,C#;HTML/CSS;Java;Kotlin,Computer Systems Design and Services,10 to 19 employees
25-34,Bachelor’s degree,12,India,INR	Indian rupee,C;C#;C++;Java;JavaScript;SQL;TypeScript,Software Development,100 to 499 employees
18-24,Secondary school,5,Germany,EUR European Euro,Bash/Shell (all shells);Go;Java;JavaScript;Lua;PHP;TypeScript,Software Development,500 to 999 employees
25-34,Bachelor’s degree,10,India,INR	Indian rupee,Java;Julia;Kotlin,"Internet, Telecomm or Information Services","10,000 or more employees"
25-34,Attended college but no degree,4,Sri Lanka,LKR	Sri Lankan rupee,HTML/CSS;JavaScript;PHP;TypeScript;VBA,Software Development,2 to 9 employees
35-44,Master’s degree,19,Spain,EUR European Euro,Bash/Shell (all shells);Objective-C;Python;Ruby;Swift,Retail and Consumer Services,"1,000 to 4,999 employees"
35-44,Bachelor’s degree,17,USA,USD	United States dollar,HTML/CSS;TypeScript,Insurance,"10,000 or more employees"
25-34,Bachelor’s degree,12,UK and Northern Ireland,GBP	Pound sterling,HTML/CSS;JavaScript;TypeScript,Healthcare,100 to 499 employees
35-44,Bachelor’s degree,18,Hungary,HUF	Hungarian forint,C#;HTML/CSS;Java;JavaScript;SQL,"Internet, Telecomm or Information Services","1,000 to 4,999 employees"
25-34,Master’s degree,13,Morocco,MAD	Moroccan dirham,Java,"Internet, Telecomm or Information Services","1,000 to 4,999 employees"
25-34,Master’s degree,8,Ukraine,UAH	Ukrainian hryvnia,Python;Rust;SQL,Software Development,"10,000 or more employees"
18-24,Bachelor’s degree,2,India,INR	Indian rupee,HTML/CSS;Java;JavaScript;Python;R;SQL,"Internet, Telecomm or Information Services",100 to 499 employees
35-44,Master’s degree,22,Czech Republic,CZK	Czech koruna,Bash/Shell (all shells);PHP;Python;SQL,"Internet, Telecomm or Information Services",100 to 499 employees
25-34,Bachelor’s degree,5,India,INR	Indian rupee,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Software Development,20 to 99 employees
45-54,Bachelor’s degree,35,Netherlands,EUR European Euro,JavaScript;Scala;TypeScript,Software Development,20 to 99 employees
25-34,Master’s degree,13,Germany,EUR European Euro,C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Rust;SQL;TypeScript,Higher Education,"5,000 to 9,999 employees"
55-64,Professional degree,15,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);C++;Fortran;HTML/CSS;Java;MATLAB;Python;Rust;SQL,Government,"1,000 to 4,999 employees"
25-34,Master’s degree,3,France,EUR European Euro,HTML/CSS;JavaScript;TypeScript,Software Development,20 to 99 employees
25-34,Bachelor’s degree,9,Egypt,EGP	Egyptian pound,HTML/CSS;JavaScript;Python;SQL,Software Development,20 to 99 employees
45-54,Master’s degree,18,Iceland,BDT	Bangladeshi taka,Apex;C;Java;JavaScript;Lua;Perl;Scala;SQL,Manufacturing,"1,000 to 4,999 employees"
25-34,Attended college but no degree,9,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,"Transportation, or Supply Chain",100 to 499 employees
18-24,Bachelor’s degree,4,Spain,EUR European Euro,C;C#;C++;Dart;PHP;Python,Energy,10 to 19 employees
55-64,Attended college but no degree,43,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Government,100 to 499 employees
18-24,Attended college but no degree,6,Germany,EUR European Euro,C;HTML/CSS;Java;JavaScript;Kotlin;TypeScript;Zig,Energy,20 to 99 employees
55-64,Bachelor’s degree,45,UK and Northern Ireland,GBP	Pound sterling,C#;C++;Go;HTML/CSS;Java;JavaScript,Software Development,20 to 99 employees
35-44,Bachelor’s degree,12,Italy,EUR European Euro,Apex;C;HTML/CSS;Java;JavaScript;MATLAB;PHP;SQL;Swift,Software Development,"10,000 or more employees"
45-54,Attended college but no degree,40,USA,USD	United States dollar,Bash/Shell (all shells);C;C++;Go;JavaScript;Lua;Python;Rust;SQL,Banking/Financial Services,"10,000 or more employees"
25-34,Master’s degree,6,Germany,EUR European Euro,Bash/Shell (all shells);C++;Python,Higher Education,2 to 9 employees
25-34,Master’s degree,17,Switzerland,CHF	Swiss franc,Apex;Bash/Shell (all shells);Go;HTML/CSS;Java;Kotlin;Python;SQL,Software Development,20 to 99 employees
